heading,group,material_chars,question_chars,why_chars,answer_chars,answer_point_markers,thin_flags,answer_excerpt
22. 2024顺义二模 第3题（选择题）,legacy,92,141,164,79,1,ANSWER_LT_120_CHARS,③各地文旅局根据本地独特的文化资源、地理风物、民俗特色“打造各自的文旅名片”，是从本地的矛盾特殊性出发、具体问题具体分析，是政府运用矛盾分析法科学履职的体现。
23. 2026东城二模 第16题（主观题）,inserted,111,31,118,99,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,“京彩课堂”的精彩在于从北京文化资源、学生成长特点和首都育人任务出发设计课程，形成有首都特色的思政课堂。卷面可写：坚持具体问题具体分析，针对北京真实城市资源和学生真实需要设计教学，避免套用抽象模板。
24. 2026朝阳二模 第16题（主观题）,inserted,122,40,113,95,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,城市文化创新要从本地文脉、公共空间条件和群众文化需求出发，北京四合院、广东文化馆体系等做法各有具体条件。卷面可写：坚持具体问题具体分析，因城施策、因人施策，形成适合本地的文化空间和服务方式。
25. 2026丰台二模 第16题（主观题）,inserted,107,45,103,95,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,守护湿地要因水制宜、因地制宜：江苏依水网治理，云南围绕森林、村寨、梯田、水系保护，内蒙古从湖泊治理转向流域治理。卷面可写：坚持具体问题具体分析，根据不同湿地的生态格局和文化根脉选择治理路径。
26. 2026石景山二模 第3题（选择题）,inserted,46,210,79,75,3,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,正确项是B（①③）。本节点只处理①中的“因地制宜”：谋划地区工作要具体分析本地区实际和发展任务，把中国式现代化的大局要求转化为适合本地条件的精准举措。
27. 2026延庆一模 第3题（选择题）,inserted,59,43,60,94,2,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,本题应选A。本节点只处理①：乡村振兴必须分析不同地区资源禀赋、产业条件和发展阶段的特殊性，坚持具体问题具体分析，因地制宜选择发展路径。③的整体统筹信息另作矩阵记录，不扩展为主观题评分链条。
28. 2025顺义一模 第2题（选择题）,inserted,69,46,87,92,2,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,本题应选C。本节点只处理②：共建社区微花园要坚持具体问题具体分析，结合社区具体空间、居民具体需求和治理具体条件因地制宜推进。③的民生治理理念作为选择题信息保留，不扩展为主观题评分链条。
1. 2025海淀期末 第16题（主观题）,inserted,47,29,136,213,3,,①矛盾具有普遍性和特殊性，普遍性寓于特殊性之中，解决问题必须坚持具体问题具体分析。打造中医药新时尚可以有“药食同源、健康养生”的普遍方向，但不同消费者的身体状况、生活习惯和消费偏好不同。②材料中针对熬夜人群推出石斛曲奇，针对消暑需求推出荷叶包，针对低糖人群推出青稞零蔗糖面包，就是把共同的养生理念落实到不同具体需求中。③只有把普遍的中医药文化资源与特殊的人群需求、地域条件和现代场景结合，才能形成真正多样、精准、有效的新时尚。
2. 2026西城期末 第16题第（2）问（主观题）,inserted,146,27,192,147,0,SHORT_WITHOUT_POINT_MARKERS,矛盾的普遍性寓于特殊性之中，两者相互联结：“对真实的追求”是各领域普遍存在的共同需要（普遍性），新闻核查、历史考订、司法查明、科学规律发现、纪录片数年跟踪是不同领域特殊的求真方式（特殊性）；通过各领域具体特殊的求真方式得到普遍意义上的真实，正因如此真实能跨越领域、击穿隔阂，产生直抵人心的力量。
3. 2025西城二模 第16题第（1）问（主观题）,legacy,54,124,163,220,3,,①矛盾具有普遍性和特殊性，普遍性寓于特殊性之中，并通过特殊性表现出来。保护野生动物、维护生物多样性是生态保护的普遍要求，但不同物种的体型、行动能力、取水方式和栖息需求并不相同。②管理处工作人员没有停留在一般保护口号上，而是结合村落遗址和废弃水井的具体条件，分析岩松鼠、红嘴蓝鹊等动物取水需要，设置攀爬台阶、蓄水池等差异化设施。③这样做把生态保护的普遍原则落实为适合不同动物的具体方案，使不利条件转化为有利条件，实现了共性指导下的个性化保护。
4. 2025东城一模 第16题（主观题）,inserted,66,31,150,153,0,SHORT_WITHOUT_POINT_MARKERS,矛盾普遍性与特殊性辩证统一，普遍性寓于特殊性之中。中国春节是中华民族特有的节日（特殊性），但其中蕴含的热爱和平、和谐发展、阖家团圆的理念是全人类共同价值追求（普遍性）；正是这种特殊文化形式中所承载的普遍价值追求，使春节得到世界人民尊重和喜爱、入选联合国人类非遗代表作名录，所以中国年能够走向世界并生生不息。
5. 2024东城一模 第16题（主观题）,legacy,134,28,193,130,0,SHORT_WITHOUT_POINT_MARKERS,矛盾的普遍性与特殊性辩证统一。中华民族文化是民族的（具有特殊性、独特历史与品格），同时是世界的（与其他民族文化共同构成世界文化多样性、为人类文明作贡献）；这正是马克思讲“民族作为民族所做即为人类社会所做”的哲学根据——民族文化的成就既属于本民族也属于整个世界。
6. 2026朝阳一模 第16题（主观题）,legacy,86,32,104,136,0,SHORT_WITHOUT_POINT_MARKERS,任何事物都是矛盾普遍性与特殊性的统一。世界上历法都要把握天文运行的共性规律，中国农历在共性基础上又独创二十四节气，结合中国具体的农业生产实践和物候特点，把普遍天文规律与特殊农业需求结合起来——这种共性与个性具体的历史的统一、做到具体问题具体分析，构成了中国农历的独特智慧。
7. 2025朝阳二模 第22题（主观题）,legacy,18,33,98,64,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,实践探索要立足中国国情走自己的路，又要批判借鉴他国现代化的有益经验，实现共性与个性具体历史统一，从而把握中国式现代化的独特路径。
8. 2025朝阳期末 第16题（主观题）,inserted,118,31,149,197,0,,用文化同世界对话，要坚持用对立统一、一分为二的观点看问题，把握不同文化的个性特殊性及其中蕴含的共性普遍性，坚持普遍性与特殊性的具体的历史的统一。春节作为中国传统节日具有鲜明的中华文化特殊性，同时承载着家庭和睦、社会包容、人与自然和谐共生等全人类共同价值的普遍性——文化对话既要展示中华文化独特魅力（守住个性），又要以包容心态、开放姿态借鉴国外优秀文化成果（吸纳共性），从而促进人类文明繁荣进步。
9. 2024丰台一模 第21题（主观题）,legacy,80,27,131,149,0,SHORT_WITHOUT_POINT_MARKERS,矛盾普遍性与特殊性辩证统一。和平、发展、公平、正义、民主、自由作为全人类共同价值是矛盾的普遍性——它反映了各国人民对美好生活的共同期盼；各国基于不同国情、文明传统对这些价值的具体实现方式有差异，是矛盾的特殊性。把握共同价值，必须坚持普遍性与特殊性的统一，既反对以个性否定共性，也反对以共性抹杀个性。
10. 2026房山一模 第16题第（2）问（主观题）,inserted,146,40,149,186,0,,矛盾普遍性与特殊性是辩证统一的，要在普遍性指导下作具体问题具体分析。高质量发展是各地共同遵循的普遍要求（普遍性）；房山区在能源、农业、文化、口岸等领域分别因地制宜（特殊性），乡村振兴“因村制宜”、生态治理“宜林宜草宜沙宜荒”、区域协调发展“宜水宜山宜橘宜农宜工宜商”，都是把高质量发展的普遍要求与各地客观特殊条件结合起来——这正是“因地制宜，本质就是实事求是”的辩证内涵。
11. 2024顺义二模 第16题第（1）问（主观题）,legacy,136,38,166,134,0,SHORT_WITHOUT_POINT_MARKERS,矛盾的普遍性寓于特殊性之中，并通过特殊性表现出来；普遍性与特殊性相互联结。各地把“无废城市”建设这一普遍要求(矛盾的普遍性)结合北京危废、哈尔滨工业废物、云南农业废物、深圳生活垃圾等本地实际(矛盾的特殊性)推进——这是从矛盾普遍性原理出发具体研究矛盾特殊性的合理做法。
12. 2024东城二模 第3题（选择题）,legacy,65,151,148,141,2,,①党在“解剖一只麻雀”(矛盾的特殊性)中得出可推广的普适调研结论(矛盾的普遍性)，体现矛盾普遍性与特殊性相互联结；④运用矛盾分析法选准典型案例(点)进行深入剖析，从而带动一类问题的破解(面)，实现“点的突破”带动“面的提升”——这就是从“解决一个问题”到“解决一类问题”的哲学逻辑。
13. 2025朝阳二模 第2题（选择题）,legacy,48,273,60,81,2,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,正确项是D，因为③抓住个性之美与法则之美的统一，④强调人在种花、育花、咏花、画花中的实践创造；把普遍性说成包含特殊性，或把物候现象直接说成严格客观规律，都是误判。
14. 2025房山一模 第4题（选择题）,legacy,81,116,263,172,0,SHORT_WITHOUT_POINT_MARKERS,答案选C。北京经验是矛盾的普遍性的体现，曼谷有自己具体的气候、城市结构等特殊条件，把北京经验运用到曼谷治理中必须坚持共性与个性具体的、历史的统一。错项分析：A错把“可借鉴”拔高为“具有普遍适用性”，否定了曼谷特殊性；B错把人为合作误读为自在联系；D因果颠倒——材料是把北京形成的认识用于指导曼谷实践（认识对实践的指导），而非曼谷实践催生新认识。
15. 2026西城二模 第16题（主观题）,inserted,72,47,138,187,3,,①矛盾的普遍性寓于特殊性之中，特殊性也包含普遍性。中式生活方式具有鲜明的中国表达，如喝热水、八段锦、节气起居、顺应自然节律等，这些都是特殊的生活形态。②这些特殊形态中又包含健康生活、身心平衡、人与自然和谐、追求安宁有序生活等普遍价值，能够跨越文化差异引发理解和共鸣。③因此，中式生活方式的吸引力正在于用具体、独特的中国表达呈现普遍的人类生活追求，既有民族特色，又有世界意义。
16. 2026海淀期末 第17题（主观题）,inserted,49,34,118,168,3,,①矛盾的普遍性和特殊性相互联结，普遍性寓于特殊性之中，并通过特殊性表现出来。②红色文化承载革命理想、爱国情怀、奋斗精神等共同精神价值，这是吸引青年的普遍内核；同时，它又通过具体历史场景、人物故事、场馆体验、文创表达和网络传播等特殊形式呈现。③共同价值借助鲜活具体的表达进入青年生活，才能增强代入感和认同感，使红色文化真正“圈粉”年轻人。
