global_entry_no,source_label,bucket,second_level,core_point,year,district,exam_type,q_no,q_sub,overall_auto_status,paper_count,rubric_count,other_count,paper_statuses,rubric_statuses,q_in_paper,q_in_rubric,prompt_exact,prompt_match_fragment,prompt_match_score,score_match_fragment,score_match_score,surface_match_fragment,surface_match_score,paper_paths,rubric_paths,other_paths,prompt,score_layers,surface_sentence
143,2025顺义一模Q20,政治多极化,民主：国际关系民主化,推动国际关系民主化,2025,顺义,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,推动国际关系民主化,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,,“小而美”项目尊重共建国家民生需求，通过平等合作改善民生、促进当地经济社会发展和民心相通，推动国际关系民主化。
144,2025东城二模Q20（国际关系民主化）,政治多极化,民主：国际关系民主化,推动国际关系民主化、和平解决国际争端,2025,东城,二模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,True,运用《当代国际政治与经济》知识,1.000,,0.000,和平解决国际争端,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,,结合材料，运用《当代国际政治与经济》知识，写一篇小论文。,,中国推动国际关系民主化、和平解决国际争端，为破解当前国际局势变乱交织提供具体可行的政治方案。
145,2024顺义思政二模Q19(2),政治多极化,新增：世界多极化、全球南方与发展中国家,世界多极化与全球南方联合自强,2024,顺义,二模,19,2,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,综合运用《政治与法治》和《当代国际政治与经济》知识,1.000,,0.000,有利于世界多极化深入发展,1.000,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,,结合材料，综合运用《政治与法治》和《当代国际政治与经济》知识，说明我国积极推动新质生产力发展的原因。（8分）,,中国发展新质生产力、增强综合国力和核心竞争力，有利于世界多极化深入发展。
146,2026朝阳期末Q20,政治多极化,新增：世界多极化、全球南方与发展中国家,世界多极化与全球南方联合自强,2026,朝阳,期末,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OCR_OK,OCR_OK,True,True,True,分析中国特色大国外交为什么要更有作为,1.000,我国国家利益四个角度各2分,0.006,支持金砖机制做大做强,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。,8分；和平发展、政治、经济、我国国家利益四个角度各2分，每个角度按背景1分+目标1分处理。,世界多极化深入发展，单边主义、霸权强权仍然存在。中国维护发展中国家整体利益，支持金砖机制做大做强，推动发展中国家提升代表性和话语权，促进全球南方联合自强。
147,2025朝阳期末Q21,政治多极化,新增：世界多极化、全球南方与发展中国家,世界多极化与全球南方联合自强,2025,朝阳,期末,21,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,1,OK,OCR_OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,加强全球南方团结与合作,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,,中国倡导平等有序的世界多极化，加强全球南方团结与合作，反对少数国家围堵打压新兴力量，为中国式现代化营造更加公正稳定的外部政治环境。
148,2024海淀二模Q18(1),政治多极化,新增：世界多极化、全球南方与发展中国家,国际组织,2024,海淀,二模,18,1,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,2,2,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,上海合作组织等国际组织和合作机制作用增强,0.002,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/补充材料/高三二模：政治试题（以PDF为准）(1).docx || /Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx || /Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx,,任选一个议题，参考资料包中的内容，运用《当代国际政治与经济》知识，围绕所选议题写一篇时政述评。（8分）要求：观点明确；知识运用准确；论述合乎逻辑，条理清晰。,,金砖国家、二十国集团、上海合作组织等国际组织和合作机制作用增强，为全球南方国家在国际舞台发挥更大作用、发出全球治理声音提供重要平台。
149,2025延庆一模Q20(2)（世界多极化）,政治多极化,新增：世界多极化、全球南方与发展中国家,世界多极化是当今国际形势的突出特点,2025,延庆,一模,20,2,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,世界多极化是当今国际形势的突出特点,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,,假如你是外交部发言人，请结合材料二，运用《当代国际政治与经济》知识，对上述提问做出回应。,,"世界多极化是当今国际形势的突出特点，""脱钩断链""逆潮流而动，中国愿与各国深化产供链合作，把全球供应链打造为多极化时代的""世界共赢链""。"
150,2026西城二模Q19(2),政治多极化,新增：国际秩序与国际法治,坚持主权平等与安全保障,2026,西城,二模,19,2,NEEDS_MANUAL_SURFACE_CHECK,1,1,0,OK,OCR_OK,True,True,True,运用《当代国际政治与经济》知识,1.000,,0.000,,0.000,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,,结合材料，运用《当代国际政治与经济》知识，为释放数据价值、繁荣数字经济提2条建议，并说明理由。,,各国应坚持主权平等，尊重各国数据治理权利，在保障数据安全的前提下促进数据合理流动。
151,2024朝阳二模Q20,政治多极化,新增：具体治理议题与文明互鉴,坚持共同但有区别的责任，要求发达国家为完善全球气候治理承担更多责任,2024,朝阳,二模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,0,OK,OK,True,True,False,完善全球气候治理应遵循的基本原则,1.000,,0.000,完善全球气候治理应坚持共同但有区别的责任,0.002,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf || /Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,,结合研讨背景，运用《当代国际政治与经济》知识，完成下表：完善全球气候治理应遵循的基本原则；本次研讨各方达成的共识。,,完善全球气候治理应坚持共同但有区别的责任，发达国家应认真兑现资金、技术和减排承诺，为完善全球气候治理承担更多责任。
152,2024朝阳二模Q20,政治多极化,新增：具体治理议题与文明互鉴,跨国公司等全球企业，尤其是工业领域企业，应致力于技术创新，加快绿色低碳转型，努力降低碳排放,2024,朝阳,二模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,0,OK,OK,True,True,False,完善全球气候治理应遵循的基本原则,1.000,,0.000,为完善全球气候治理提供企业行动支撑,0.002,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf || /Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,,结合研讨背景，运用《当代国际政治与经济》知识，完成下表：完善全球气候治理应遵循的基本原则；本次研讨各方达成的共识。,,跨国公司等全球企业，尤其是工业领域企业，应致力于技术创新，加快绿色低碳转型，努力降低碳排放，为完善全球气候治理提供企业行动支撑。
153,2024西城二模Q19,政治多极化,新增：具体治理议题与文明互鉴,超越集团政治、实力至上和少数国家垄断价值定义的治理逻辑,2024,西城,二模,19,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,2,OK,OK,True,True,True,阐述中国答案所体现的处理国际关系的新思路,1.000,,0.000,实力至上的逻辑和少数西方国家定义的“普世价值”,0.004,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx || /Users/wanglifei/Desktop/2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,/Users/wanglifei/Desktop/2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pdf || /Users/wanglifei/Desktop/2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pptx,结合材料，阐述中国答案所体现的处理国际关系的新思路。,,中国答案超越集团政治的“小圈子”规则、实力至上的逻辑和少数西方国家定义的“普世价值”，反对霸权主义和强权政治，为处理国际关系提供更公平的新思路。
154,2026朝阳期中Q17,中国,政策,坚持总体国家安全观，统筹发展与安全，以新安全格局保障新发展格局,2026,朝阳,期中,17,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系,0.011,处理什么关系—如何处理关系,0.003,推进“人工智能+”要统筹发展和安全,0.002,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx || /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/补充材料/细则.docx,,结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系。,总分结构：一层3分，两层6分，三层8分；每一层采用“总—分”结构（处理什么关系—如何处理关系），不能只罗列材料或空写教材词。,推进“人工智能+”要统筹发展和安全，坚持总体国家安全观和底线思维，在维护国家经济安全、科技安全、防范数据、模型和伦理风险的同时，推动经济平稳可持续发展和高质量发展，为经济增长注入新动能。
155,2024朝阳一模Q21,中国,政策,坚持总体国家安全观，统筹发展与安全，以新安全格局保障新发展格局,2024,朝阳,一模,21,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,1,OK,OK,False,True,False,谈谈如何推动中国经济在变局中开新局,1.000,,0.000,以新安全格局保障新发展格局,1.000,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx || /Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,结合上述资料，在分析我国当前经济形势的基础上，运用《当代国际政治与经济》知识，谈谈如何推动中国经济在变局中开新局。,,面对外部环境日趋严峻、风险挑战增多，中国应坚持总体国家安全观，统筹发展与安全，以新安全格局保障新发展格局。
156,2025海淀期中Q21(2),中国,政策,新中国外交始终服务国家性质并坚持党对外交统一集中领导,2025,海淀,期中,21,2,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,1,OK,OK,True,True,True,分析新中国外交的“变”与“不变”,1.000,,0.000,新中国外交始终服务于我国人民民主专政的国家性质,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,结合材料，运用《当代国际政治与经济》知识，分析新中国外交的“变”与“不变”。,,新中国外交始终服务于我国人民民主专政的国家性质。
157,2025海淀期中Q21(2)〔本题可同时联系外交政策层与准则层〕,中国,政策,中国坚持独立自主的和平外交政策,2025,海淀,期中,21,2,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,1,OK,OK,True,True,True,分析新中国外交的“变”与“不变”,1.000,,0.000,坚持独立自主的基本立场,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,结合材料，运用《当代国际政治与经济》知识，分析新中国外交的“变”与“不变”。,,新中国始终坚持独立自主的和平外交政策，坚持独立自主的基本立场，维护我国主权、安全和发展利益，同时为世界和平与发展贡献力量。
