p_index	style	heading_level	h1	h2	h3	h4	text
475			三、创新思维	特点与三新	7. 2026西城二模 第18题第（4）问（主观题）		【为什么能想到】  “思路新、方法新、结果新”在本题不应写成普通工具使用。材料说人机协同已成新常态，同时提醒 AI 会出现幻觉、偏见、错误和隐蔽价值立场，说明提升思维品质要重新设计人与 AI 的配合方式：先让 AI 承担信息检索、表达启发、方案比较等协同功能，再由人对生成内容做事实核验、逻辑追问、价值立场辨析和独立判断。新不在“用了 AI”，而在把人机协同从单向依赖改成“机器生成—人审证据—人作判断”的新思维流程。
476			三、创新思维	特点与三新	7. 2026西城二模 第18题第（4）问（主观题）		【答案落点】  适应人机协同新常态要体现创新思维的三新：思路上，把 AI 生成内容视为待核验的思考材料，而不是直接等同于事实或结论；方法上，对 AI 输出中的幻觉、偏见、错误和隐蔽价值立场进行事实核验、证据比对、逻辑审查和价值辨析；结果上，在利用 AI 提升信息处理和表达效率的同时，保持人的独立判断和责任选择，使人机协同服务于更可靠的问题解决和创造性实践。
477			三、创新思维	特点与三新	7. 2026西城二模 第18题第（4）问（主观题）		【同题说明】  本题7分，细则要求客观性／辩证思维（全面、发展）／三新三维度（各约3分、至少一点深入才6—7分）；本条只训练其一，须三维度合答方得满分。
478	Heading3	3	三、创新思维	特点与三新	8. 2025西城一模 第17题（主观题）		8. 2025西城一模 第17题（主观题）
479			三、创新思维	特点与三新	8. 2025西城一模 第17题（主观题）		【材料触发点】  温榆生态心不同于一般公园建设：没有游乐设施、没有精心打理的花草、没有园径和路灯，核心区还全面封闭，让自然演替主导生态恢复，最终形成独特生态系统和荒野景观。
480			三、创新思维	特点与三新	8. 2025西城一模 第17题（主观题）		【设问】  结合材料，说明“温榆生态心”建设中蕴含的科学思维。（7分）
481			三、创新思维	特点与三新	8. 2025西城一模 第17题（主观题）		【为什么能想到】  创新思维维度落在“思路新、方法新、结果新”上。材料的新不在口号，而在建设逻辑：思路上不把公园只理解为游憩空间，方法上减少人工设施和人为干预，结果上形成荒野景观和生态恢复空间。看到“公园功能被重新理解、建设方法被重新选择、生态结果呈现新形态”，就应对应特点与三新。
482			三、创新思维	特点与三新	8. 2025西城一模 第17题（主观题）		【答案落点】  温榆生态心建设体现创新思维的思路新、方法新、结果新：思路上不把公园只理解为游憩消费空间，而是转向生态恢复和荒野保护；方法上减少游乐设施、园径和路灯，并通过核心区封闭让自然演替发挥作用；结果上形成鱼虫水鸟共生的独特生态系统和荒野景观。
483			三、创新思维	特点与三新	8. 2025西城一模 第17题（主观题）		【同题说明】  本题7分，细则要求客观性／整体性／三新三维度（各约3分、至少一点深入才6—7分）；本条只训练其一，须三维度合答方得满分。
484	Heading3	3	三、创新思维	特点与三新	9. 2025石景山一模 第19题（主观题）		9. 2025石景山一模 第19题（主观题）
485			三、创新思维	特点与三新	9. 2025石景山一模 第19题（主观题）		【材料触发点】  获奖建议不是从教材概念里硬套出来，而是从学生亲身经历、生活观察和公共参与中捕捉灵感和创意，把生活中的奇思妙想同城市发展建设、民生改善和社会治理需求相碰撞，形成新颖独特的公共建议。
486			三、创新思维	特点与三新	9. 2025石景山一模 第19题（主观题）		【设问】  提出优秀的科学建议不仅要有公共参与意识，还要树立科学思维观念。结合材料，运用《逻辑与思维》所学，简析获奖同学的建议是如何体现科学思维的。（5分）
487			三、创新思维	特点与三新	9. 2025石景山一模 第19题（主观题）		【为什么能想到】  本题的机制不是“建议新颖”四个字，而是生活经验如何转化为公共方案：学生从亲身经历和城市生活观察中发现问题，再把奇思妙想同城市发展、民生改善和社会治理需求连接起来，经过调研、论证和方案设计，形成有操作性的科学建议。
488			三、创新思维	特点与三新	9. 2025石景山一模 第19题（主观题）		【答案落点】  获奖同学体现创新思维能力：他们从亲身经历中捕捉灵感和创意，把生活中的奇思妙想同城市发展建设、民生改善和社会治理问题相碰撞，提出新颖独特且具有操作性的科学建议，使普通生活经验转化为能够服务城市治理的公共方案。
489			三、创新思维	特点与三新	9. 2025石景山一模 第19题（主观题）		【同题说明】  本题5分，细则三点：①客观性与可检验性合计2分（二者共用同一采分点、合并只得2分、不叠加）②归纳推理可靠程度2分③创新思维1分。本条只训练其一，作答须注意客观性与可检验性共用2分。
490	Heading2	2	三、创新思维	联想思维			联想思维
491	Heading3	3	三、创新思维	联想思维	1. 2025海淀期末 第18题（主观题）		1. 2025海淀期末 第18题（主观题）
492			三、创新思维	联想思维	1. 2025海淀期末 第18题（主观题）		【材料触发点】  北京城市图书馆把中国传统“赤印”意象迁移到新型公共空间设计中，使文化符号转化为富有文化韵味的城市地标。
493			三、创新思维	联想思维	1. 2025海淀期末 第18题（主观题）		【设问】  结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。（6分）
494			三、创新思维	联想思维	1. 2025海淀期末 第18题（主观题）		【为什么能想到】  联想思维看的是迁移和想象。这里不能把“人找书”到“书找人”写成联想，因为它更像对传统借阅顺序的反向改造；联想思维真正落在“赤印”意象的迁移上：把传统文化意象直接应用到建筑设计之中，使抽象的文化符号转化为可感的公共空间形态。
495			三、创新思维	联想思维	1. 2025海淀期末 第18题（主观题）		【答案落点】  北京城市图书馆运用联想思维，将原有的认知经验直接应用到其他工作之中进行迁移，把传统“赤印”意象迁移运用到建筑设计之中，打造富有文化韵味的城市地标，使新型公共文化空间既有现代功能，又有鲜明文化表达。
496			三、创新思维	联想思维	1. 2025海淀期末 第18题（主观题）		【同题说明】  本题6分，官方答案为逆向思维＋联想思维两点合计满分；本条只训练其一，须逆向＋联想合答方得满分（超前思维不在本题官方答案内，仅作延伸）。
497	Heading3	3	三、创新思维	联想思维	2. 2026石景山一模 第17题第（2）问（主观题）		2. 2026石景山一模 第17题第（2）问（主观题）
498			三、创新思维	联想思维	2. 2026石景山一模 第17题第（2）问（主观题）		【材料触发点】  中医药文化传承不只停留在传统诊疗展示，而是可以把传统诊疗方法同现代智能传感技术联系起来，迁移到个性化健康监测与调理服务中。
499			三、创新思维	联想思维	2. 2026石景山一模 第17题第（2）问（主观题）		【设问】  （2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）
500			三、创新思维	联想思维	2. 2026石景山一模 第17题第（2）问（主观题）		【为什么能想到】  题目让提建议，联想思维只抓“由此及彼”的迁移动作。这里不是把所有传播、课程、国际交流都塞进联想，而是把传统诊疗方法与现代智能技术联系起来，将中医药经验迁移到新的健康服务场景中。其他方向如文化传播、教育传承、国际传播，更适合放到发散或超前节点。
