paragraph,module,subsection,core_point,ordinal,source_label,title_tail,card_id,evidence_status,card_path,材料触发点,设问,为什么能想到,答案落点,同题组,prompt_check,answer_check,think_check,samegroup_check,qa_flags
2615,政治多极化,单边/斥：反对单边主义等错误倾向,践行真正的多边主义,5,2026海淀二模Q20(2),,2026_海淀_二模_Q20_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_海淀_二模_Q20_2.md,全球发展倡议本身就是题目主题，材料要求把中国倡议与国际发展合作实践连接起来。,结合材料，运用《当代国际政治与经济》知识，围绕全球发展倡议从合作理念到丰富实践这一主题，撰写一篇短评。,,全球发展倡议践行真正的多边主义，与非洲国家和联合国机构共建合作示范中心，开辟三方发展合作新局面。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2624,政治多极化,单边/斥：反对单边主义等错误倾向,践行真正的多边主义,6,2024西城二模Q19,中国答案的国际关系新思路,2024_西城_二模_Q19,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_二模_Q19.md,题面把恃强凌弱、零和博弈、结盟对抗作为旧国际关系的问题，需要把中国答案放回当今世界主题之下，说明它顺应而非违背和平与发展的时代潮流。,结合材料，阐述中国答案所体现的处理国际关系的新思路。,,中国答案坚持真正的多边主义，倡导全球协作，顺应时代潮流，推动国际秩序朝着更加公正合理的方向发展。,,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
2633,政治多极化,单边/斥：反对单边主义等错误倾向,践行真正的多边主义,7,2025延庆一模Q20(2),"外交部发言人回应""脱钩断链""",2025_延庆_一模_Q20_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_延庆_一模_Q20_2.md,"材料二中个别国家鼓噪""脱钩断链""和供应链""去风险""，与近70个国家和地区企业到链博会寻找""链""通中外方案形成对照；要论证供应链合作的正当性，必须用时代主题判定""合作""才是符合潮流的方向，""脱钩""违背潮流。",假如你是外交部发言人，请结合材料二，运用《当代国际政治与经济》知识，对上述提问做出回应。,,中国践行真正的多边主义，愿携手各国让链博会“朋友圈”越来越大，凝聚深化产供链合作的共识，共筑人类命运共同体。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2643,政治多极化,单边/斥：反对单边主义等错误倾向,践行真正的多边主义,8,2026顺义一模Q21,,2026_顺义_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q21.md,“审势、乘势、驭势”综合题的作答要求单列国政经角度：和平与发展是当今时代主题，中国式现代化是走和平发展道路的现代化，坚持多边主义，坚持互利共赢，倡导人类命运共同体，为世界和平与发展提供中国智慧和中国方案。,结合材料，综合运用所学，谈谈以中国式现代化全面推进中华民族伟大复兴，应如何运用“审势、乘势、驭势”的智慧。,,推进中国式现代化要坚持多边主义、坚持互利共赢，主动参与全球治理，在复杂多变外部环境中驭势开新局。,,PARTIAL,NO_MATCH,EMPTY,OK,MISSING_WHY
2651,政治多极化,单边/斥：反对单边主义等错误倾向,践行真正的多边主义,9,2025丰台二模Q20,,2025_丰台_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_丰台_二模_Q20.md,题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向。,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,,中国作为联合国常任理事国遵守《联合国宪章》宗旨原则，践行多边主义，维护多边体制的权威性和有效性。,,EXACT,EXACT,EMPTY,OK,MISSING_WHY
2659,政治多极化,单边/斥：反对单边主义等错误倾向,践行真正的多边主义,10,2026通州期末Q20,,2026_通州_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_通州_期末_Q20.md,设问评价全球治理倡议为何“正逢其时”，题面呈现百年变局、地区动荡、逆全球化和治理赤字，作答要先说明该倡议符合和平与发展、经济全球化和各国人民共同愿望的时代背景。,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。,,倡议精神内涵同《联合国宪章》宗旨原则一脉相承，践行真正的多边主义，推动各国共同参与全球治理体系改革与建设。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2692,政治多极化,民主：国际关系民主化,推动国际关系民主化,3,2025顺义一模Q20,,2025_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_顺义_一模_Q20.md,顺义一模的“小而美”项目尊重共建国家民生需求，帮助当地改善民生、促进经济社会发展和民心相通，说明国际合作应在平等、共同发展的关系中展开。,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,"题面强调""小而美""项目以共建国家民生需求为出发点，落在改善民生、经济社会发展和民心相通三类成果上，指向这是把合作主导权交还给当地的平等合作。问""为何成为亮点和名片""，要回答合作方式的特征，而不是复述项目内容；特征应指向尊重对方、平等共建的国际关系层面。先把""尊重共建国家民生需求""作为合作方式的关键点摆出，再写项目通过平等合作改善民生、促进发展和民心相通，最后接到这种合作方式推动国际关系民主化的方向意义。",“小而美”项目尊重共建国家民生需求，通过平等合作改善民生、促进当地经济社会发展和民心相通，推动国际关系民主化。,,EXACT,NO_MATCH,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
2701,政治多极化,民主：国际关系民主化,推动国际关系民主化,4,2025朝阳期末Q21,,2025_朝阳_期末_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_朝阳_期末_Q21.md,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,,大国外交推动国际关系民主化，主张国际上的事由各国商量着办，营造公正合理的外部环境。,,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
2711,政治多极化,民主：国际关系民主化,推动国际关系民主化,5,2026西城二模Q19(1),,2026_西城_二模_Q19_1,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_西城_二模_Q19_1.md,数据跨境流动和数字经济发展形成全球性议题，中国参与全球数据治理要先说明全球化背景和共同价值基础。,结合材料，运用当代国际政治知识，阐释中国参与全球数据治理的逻辑。,,中国坚持共商共建共享，推动国际关系民主化，推动构建公正合理的全球数据治理新秩序。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2719,政治多极化,民主：国际关系民主化,推动国际关系民主化,6,2025丰台期末Q20,——中非达成战略性共识的理论逻辑和价值意蕴,2025_丰台_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_丰台_期末_Q20.md,题面写中非围绕落实全球发展、安全、文明倡议，共同反对脱钩断链、单边主义和保护主义形成共识，题目让学生说明中非为什么能在此时达成战略共识。回答前要先将这一合作放回时代背景，说明发展中国家联合自强符合和平与发展时代主题，下面的共同利益、平等互利、新型国际关系才有立足点。,阅读材料，运用《当代国际政治与经济》知识，阐明中非达成一系列战略性共识的理论逻辑和价值意蕴。,,中非达成战略性共识推动国际关系民主化，主张大小国家一律平等，建设相互尊重、合作共赢的新型国际关系。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2728,政治多极化,民主：国际关系民主化,推动国际关系民主化,8,2024西城二模Q19,中国答案的国际关系新思路,2024_西城_二模_Q19,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_二模_Q19.md,题面把恃强凌弱、零和博弈、结盟对抗作为旧国际关系的问题，需要把中国答案放回当今世界主题之下，说明它顺应而非违背和平与发展的时代潮流。,结合材料，阐述中国答案所体现的处理国际关系的新思路。,,中国答案赋予发展中国家更多发言权，推动国际关系民主化，使国际秩序朝着更加公正合理的方向发展。,,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,BAD_SEQUENCE_EXPECT_7;MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
2737,政治多极化,民主：国际关系民主化,推动国际关系民主化,9,2025延庆一模Q20(2),"外交部发言人回应""脱钩断链""",2025_延庆_一模_Q20_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_延庆_一模_Q20_2.md,"材料二中个别国家鼓噪""脱钩断链""和供应链""去风险""，与近70个国家和地区企业到链博会寻找""链""通中外方案形成对照；要论证供应链合作的正当性，必须用时代主题判定""合作""才是符合潮流的方向，""脱钩""违背潮流。",假如你是外交部发言人，请结合材料二，运用《当代国际政治与经济》知识，对上述提问做出回应。,,世界多极化是当今国际形势的突出特点，中国推动国际关系民主化，主张各国平等参与产供链合作，共建“世界共赢链”。,,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
2758,政治多极化,民主：国际关系民主化,推动国际关系民主化、和平解决国际争端,2,2025东城期末Q20,——评价欧盟对中国新能源汽车征收临时反补贴税,2025_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_期末_Q20.md,"题面写中方坚决反对欧方临时反补贴税并多次提出建设性解决方案；设问需要说明认识短文，谈到中国态度必须把""维护本国利益""明确写出。",运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。,,面对欧盟分歧，我国主张通过磋商交流、和平谈判方式解决争端，推动国际关系民主化、互利共赢。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
